method,cluster,type,cramer,percent_change,delay,size
cluster_minilm_default,15,textblob_sentiment,0.0,0,1,152
cluster_mpnet_default,8,textblob_sentiment,0.0,0,1,218
cluster_minilm_default,20,textblob_sentiment,0.0,1.5,1,97
cluster_minilm_default,15,distilbert_sentiment,0.0,0,1,152
cluster_minilm_default,15,distilbert_sentiment,0.0,0,2,152
cluster_minilm_default,15,distilbert_sentiment,0.0,0,3,152
cluster_minilm_default,20,textblob_sentiment,0.0,0,1,97
cluster_minilm_default,20,textblob_sentiment,0.0,0.5,1,97
cluster_minilm_default,20,textblob_sentiment,0.0,1,1,97
cluster_minilm_default,20,textblob_sentiment,0.0,2,1,97
cluster_mpnet_default,7,bertweet_sentiment,0.0,1.5,1,215
cluster_minilm_default,20,textblob_sentiment,0.0,0,2,97
cluster_minilm_default,20,textblob_sentiment,0.0,0.5,2,97
cluster_minilm_default,20,textblob_sentiment,0.0,1,2,97
cluster_minilm_default,20,textblob_sentiment,0.0,0,3,97
cluster_minilm_default,20,textblob_sentiment,0.0,0.5,3,97
cluster_minilm_default,20,textblob_sentiment,0.0,1,3,97
cluster_minilm_default,15,bertweet_sentiment,0.0,2,3,152
cluster_minilm_default,15,bertweet_sentiment,0.0,1.5,3,152
cluster_minilm_default,15,bertweet_sentiment,0.0,1,3,152
cluster_minilm_default,15,bertweet_sentiment,0.0,0.5,3,152
cluster_minilm_default,15,bertweet_sentiment,0.0,0,3,152
cluster_minilm_default,15,bertweet_sentiment,0.0,2,2,152
cluster_minilm_default,15,bertweet_sentiment,0.0,1.5,2,152
cluster_minilm_default,15,bertweet_sentiment,0.0,0,2,152
cluster_minilm_default,15,bertweet_sentiment,0.0,2,1,152
cluster_mpnet_default,7,textblob_sentiment,0.0,0.5,2,215
cluster_minilm_default,15,bertweet_sentiment,0.0,0,1,152
cluster_minilm_default,15,textblob_sentiment,0.0,2,3,152
cluster_minilm_default,15,textblob_sentiment,0.0,1.5,3,152
cluster_minilm_default,15,textblob_sentiment,0.0,2,2,152
cluster_mpnet_default,7,textblob_sentiment,0.0,0.5,3,215
cluster_minilm_default,15,textblob_sentiment,0.0,0,2,152
cluster_mpnet_default,7,bertweet_sentiment,0.0,1,1,215
cluster_mpnet_default,7,distilbert_sentiment,0.0,0,3,215
cluster_minilm_default,25,textblob_sentiment,0.0,2,3,70
cluster_mpnet_default,2,textblob_sentiment,0.0,2,1,119
cluster_minilm_default,31,distilbert_sentiment,0.0,0,3,101
cluster_minilm_default,31,bertweet_sentiment,0.0,2,2,101
cluster_minilm_default,31,bertweet_sentiment,0.0,0,3,101
cluster_minilm_default,31,bertweet_sentiment,0.0,0.5,3,101
cluster_mpnet_default,8,bertweet_sentiment,0.0,1.5,3,218
cluster_mpnet_default,8,bertweet_sentiment,0.0,1,3,218
cluster_mpnet_default,8,bertweet_sentiment,0.0,0,3,218
cluster_minilm_default,14,textblob_sentiment,0.0,0,1,46
cluster_mpnet_default,8,bertweet_sentiment,0.0,0.5,2,218
cluster_mpnet_default,8,bertweet_sentiment,0.0,2,2,218
cluster_mpnet_default,8,bertweet_sentiment,0.0,1.5,2,218
cluster_minilm_default,14,textblob_sentiment,0.0,1.5,1,46
cluster_minilm_default,14,textblob_sentiment,0.0,2,1,46
cluster_minilm_default,14,textblob_sentiment,0.0,0,2,46
cluster_minilm_default,14,textblob_sentiment,0.0,0.5,2,46
cluster_minilm_default,31,bertweet_sentiment,0.0,1.5,2,101
cluster_minilm_default,31,bertweet_sentiment,0.0,1,2,101
cluster_mpnet_default,8,bertweet_sentiment,0.0,2,3,218
cluster_mpnet_default,8,distilbert_sentiment,0.0,0,1,218
cluster_minilm_default,31,bertweet_sentiment,0.0,2,1,101
cluster_minilm_default,31,bertweet_sentiment,0.0,1.5,1,101
cluster_minilm_default,31,bertweet_sentiment,0.0,1,1,101
cluster_minilm_default,31,bertweet_sentiment,0.0,0.5,1,101
cluster_mpnet_default,2,textblob_sentiment,0.0,0.5,1,119
cluster_minilm_default,31,textblob_sentiment,0.0,1,3,101
cluster_mpnet_default,2,textblob_sentiment,0.0,1,1,119
cluster_mpnet_default,2,textblob_sentiment,0.0,1.5,1,119
cluster_minilm_default,31,textblob_sentiment,0.0,2,2,101
cluster_minilm_default,31,textblob_sentiment,0.0,1.5,2,101
cluster_minilm_default,31,textblob_sentiment,0.0,1,2,101
cluster_minilm_default,31,textblob_sentiment,0.0,0.5,2,101
cluster_minilm_default,31,textblob_sentiment,0.0,0,2,101
cluster_mpnet_default,8,bertweet_sentiment,0.0,1,2,218
cluster_mpnet_default,8,bertweet_sentiment,0.0,0,2,218
cluster_minilm_default,25,textblob_sentiment,0.0,1.5,3,70
cluster_mpnet_default,8,textblob_sentiment,0.0,1.5,1,218
cluster_mpnet_default,8,textblob_sentiment,0.0,1.5,2,218
cluster_mpnet_default,8,textblob_sentiment,0.0,1,2,218
cluster_mpnet_default,8,textblob_sentiment,0.0,0.5,2,218
cluster_mpnet_default,8,textblob_sentiment,0.0,0,2,218
cluster_minilm_default,25,textblob_sentiment,0.0,0.5,1,70
cluster_mpnet_default,8,textblob_sentiment,0.0,2,1,218
cluster_mpnet_default,8,textblob_sentiment,0.0,1,1,218
cluster_mpnet_default,8,bertweet_sentiment,0.0,2,1,218
cluster_minilm_default,25,textblob_sentiment,0.0,0.5,2,70
cluster_minilm_default,25,textblob_sentiment,0.0,1,2,70
cluster_minilm_default,25,textblob_sentiment,0.0,1.5,2,70
cluster_minilm_default,25,textblob_sentiment,0.0,2,2,70
cluster_minilm_default,25,textblob_sentiment,0.0,0.5,3,70
cluster_minilm_default,25,textblob_sentiment,0.0,1,3,70
cluster_mpnet_default,8,textblob_sentiment,0.0,2,2,218
cluster_mpnet_default,8,textblob_sentiment,0.0,0,3,218
cluster_minilm_default,14,bertweet_sentiment,0.0,1,3,46
cluster_minilm_default,14,bertweet_sentiment,0.0,0.5,3,46
cluster_minilm_default,14,bertweet_sentiment,0.0,0,3,46
cluster_minilm_default,14,bertweet_sentiment,0.0,2,2,46
cluster_minilm_default,14,bertweet_sentiment,0.0,1.5,2,46
cluster_minilm_default,14,bertweet_sentiment,0.0,1,2,46
cluster_minilm_default,14,bertweet_sentiment,0.0,0.5,2,46
cluster_minilm_default,14,bertweet_sentiment,0.0,0,2,46
cluster_mpnet_default,8,textblob_sentiment,0.0,0.5,3,218
cluster_mpnet_default,8,textblob_sentiment,0.0,1,3,218
cluster_mpnet_default,8,textblob_sentiment,0.0,1.5,3,218
cluster_minilm_default,14,bertweet_sentiment,0.0,0,1,46
cluster_mpnet_default,8,bertweet_sentiment,0.0,0,1,218
cluster_mpnet_default,8,bertweet_sentiment,0.0,1,1,218
cluster_mpnet_default,8,bertweet_sentiment,0.0,1.5,1,218
cluster_minilm_default,16,textblob_sentiment,0.0,1,2,33
cluster_minilm_default,16,textblob_sentiment,0.0,2,2,33
cluster_use_default,7,bertweet_sentiment,0.0,0.5,3,145
cluster_minilm_default,7,bertweet_sentiment,0.0,1.5,2,63
cluster_use_default,0,textblob_sentiment,0.0,2,1,243
cluster_use_default,0,textblob_sentiment,0.0,1.5,1,243
cluster_use_default,0,textblob_sentiment,0.0,0,1,243
cluster_minilm_default,7,bertweet_sentiment,0.0,0,2,63
cluster_minilm_default,7,bertweet_sentiment,0.0,0.5,2,63
cluster_minilm_default,7,bertweet_sentiment,0.0,1,2,63
cluster_minilm_default,7,bertweet_sentiment,0.0,2,2,63
cluster_minilm_default,7,textblob_sentiment,0.0,1.5,3,63
cluster_minilm_default,7,bertweet_sentiment,0.0,0.5,3,63
cluster_minilm_default,7,bertweet_sentiment,0.0,1,3,63
cluster_minilm_default,7,bertweet_sentiment,0.0,1.5,3,63
cluster_minilm_default,7,bertweet_sentiment,0.0,2,3,63
cluster_minilm_default,7,distilbert_sentiment,0.0,0,1,63
cluster_minilm_default,7,distilbert_sentiment,0.0,0,2,63
cluster_minilm_default,7,textblob_sentiment,0.0,2,3,63
cluster_minilm_default,7,textblob_sentiment,0.0,1,3,63
cluster_use_default,4,bertweet_sentiment,0.0,2,3,96
cluster_minilm_default,32,distilbert_sentiment,0.0,0,3,62
cluster_minilm_default,32,bertweet_sentiment,0.0,0.5,3,62
cluster_minilm_default,32,bertweet_sentiment,0.0,1,3,62
cluster_minilm_default,32,bertweet_sentiment,0.0,1.5,3,62
cluster_minilm_default,32,bertweet_sentiment,0.0,2,3,62
cluster_minilm_default,32,distilbert_sentiment,0.0,0,1,62
cluster_minilm_default,32,distilbert_sentiment,0.0,0,2,62
cluster_minilm_default,7,textblob_sentiment,0.0,0,1,63
cluster_minilm_default,7,textblob_sentiment,0.0,0.5,3,63
cluster_use_default,0,bertweet_sentiment,0.0,0.5,1,243
cluster_use_default,0,bertweet_sentiment,0.0,0,1,243
cluster_use_default,0,textblob_sentiment,0.0,0,3,243
cluster_use_default,0,textblob_sentiment,0.0,1,2,243
cluster_use_default,0,textblob_sentiment,0.0,0.5,2,243
cluster_use_default,0,textblob_sentiment,0.0,0,2,243
cluster_minilm_default,7,distilbert_sentiment,0.0,0,3,63
cluster_use_default,8,distilbert_sentiment,0.0,0,3,108
cluster_minilm_default,8,textblob_sentiment,0.0,0.5,1,32
cluster_use_default,8,bertweet_sentiment,0.0,1,3,108
cluster_minilm_default,8,bertweet_sentiment,0.0,0,2,32
cluster_minilm_default,8,bertweet_sentiment,0.0,0.5,2,32
cluster_minilm_default,8,bertweet_sentiment,0.0,1,2,32
cluster_minilm_default,8,bertweet_sentiment,0.0,1.5,2,32
cluster_minilm_default,8,bertweet_sentiment,0.0,2,2,32
cluster_use_default,8,bertweet_sentiment,0.0,1.5,3,108
cluster_minilm_default,8,bertweet_sentiment,0.0,1,3,32
cluster_minilm_default,8,textblob_sentiment,0.0,1,1,32
cluster_minilm_default,8,bertweet_sentiment,0.0,1.5,3,32
cluster_minilm_default,8,bertweet_sentiment,0.0,2,3,32
cluster_minilm_default,8,distilbert_sentiment,0.0,0,1,32
cluster_minilm_default,8,distilbert_sentiment,0.0,0,2,32
cluster_minilm_default,8,distilbert_sentiment,0.0,0,3,32
cluster_distilbert_default,7,textblob_sentiment,0.0,0,1,32
cluster_minilm_default,8,bertweet_sentiment,0.0,2,1,32
cluster_minilm_default,8,bertweet_sentiment,0.0,1.5,1,32
cluster_minilm_default,8,bertweet_sentiment,0.0,1,1,32
cluster_minilm_default,8,bertweet_sentiment,0.0,0.5,1,32
cluster_minilm_default,8,bertweet_sentiment,0.0,0,1,32
cluster_minilm_default,8,textblob_sentiment,0.0,2,3,32
cluster_minilm_default,8,textblob_sentiment,0.0,1.5,3,32
cluster_minilm_default,8,textblob_sentiment,0.0,1,3,32
cluster_minilm_default,8,textblob_sentiment,0.0,0.5,3,32
cluster_use_default,8,bertweet_sentiment,0.0,2,3,108
cluster_minilm_default,8,textblob_sentiment,0.0,2,2,32
cluster_minilm_default,8,textblob_sentiment,0.0,1.5,2,32
cluster_minilm_default,8,textblob_sentiment,0.0,1,2,32
cluster_minilm_default,8,textblob_sentiment,0.0,0.5,2,32
cluster_use_default,8,distilbert_sentiment,0.0,0,2,108
cluster_minilm_default,8,textblob_sentiment,0.0,2,1,32
cluster_minilm_default,8,textblob_sentiment,0.0,1.5,1,32
cluster_minilm_default,32,bertweet_sentiment,0.0,0,3,62
cluster_minilm_default,32,bertweet_sentiment,0.0,1.5,2,62
cluster_minilm_default,32,bertweet_sentiment,0.0,1,2,62
cluster_minilm_default,2,textblob_sentiment,0.0,1,1,65
cluster_use_default,4,bertweet_sentiment,0.0,0.5,1,96
cluster_minilm_default,3,distilbert_sentiment,0.0,0,1,53
cluster_minilm_default,3,distilbert_sentiment,0.0,0,2,53
cluster_minilm_default,3,distilbert_sentiment,0.0,0,3,53
cluster_minilm_default,2,textblob_sentiment,0.0,0,1,65
cluster_minilm_default,2,textblob_sentiment,0.0,0.5,1,65
cluster_minilm_default,2,textblob_sentiment,0.0,1.5,1,65
cluster_minilm_default,2,bertweet_sentiment,0.0,0.5,1,65
cluster_use_default,4,bertweet_sentiment,0.0,0,1,96
cluster_use_default,4,textblob_sentiment,0.0,2,1,96
cluster_use_default,4,textblob_sentiment,0.0,1.5,1,96
cluster_use_default,4,textblob_sentiment,0.0,0,1,96
cluster_minilm_default,2,textblob_sentiment,0.0,1.5,3,65
cluster_use_default,0,distilbert_sentiment,0.0,0,2,243
cluster_use_default,4,bertweet_sentiment,0.0,1,1,96
cluster_use_default,4,bertweet_sentiment,0.0,1.5,1,96
cluster_use_default,4,bertweet_sentiment,0.0,2,1,96
cluster_minilm_default,3,bertweet_sentiment,0.0,0,3,53
cluster_minilm_default,3,bertweet_sentiment,0.0,2,2,53
cluster_minilm_default,3,bertweet_sentiment,0.0,1.5,2,53
cluster_minilm_default,3,bertweet_sentiment,0.0,1,2,53
cluster_minilm_default,3,bertweet_sentiment,0.0,0.5,2,53
cluster_minilm_default,3,bertweet_sentiment,0.0,0,2,53
cluster_minilm_default,3,bertweet_sentiment,0.0,2,1,53
cluster_minilm_default,3,bertweet_sentiment,0.0,1.5,1,53
cluster_minilm_default,3,bertweet_sentiment,0.0,1,1,53
cluster_minilm_default,3,bertweet_sentiment,0.0,0.5,1,53
cluster_minilm_default,3,bertweet_sentiment,0.0,0,1,53
cluster_use_default,4,bertweet_sentiment,0.0,0,3,96
cluster_use_default,4,bertweet_sentiment,0.0,0.5,3,96
cluster_use_default,4,bertweet_sentiment,0.0,1,3,96
cluster_minilm_default,2,bertweet_sentiment,0.0,0,1,65
cluster_minilm_default,2,bertweet_sentiment,0.0,1,1,65
cluster_minilm_default,32,bertweet_sentiment,0.0,0.5,2,62
cluster_use_default,0,bertweet_sentiment,0.0,0.5,3,243
cluster_minilm_default,32,textblob_sentiment,0.0,2,1,62
cluster_minilm_default,32,textblob_sentiment,0.0,0,2,62
cluster_minilm_default,32,textblob_sentiment,0.0,0.5,2,62
cluster_minilm_default,32,textblob_sentiment,0.0,1,2,62
cluster_minilm_default,32,textblob_sentiment,0.0,1.5,2,62
cluster_minilm_default,32,textblob_sentiment,0.0,2,2,62
cluster_use_default,0,bertweet_sentiment,0.0,0,3,243
cluster_minilm_default,2,bertweet_sentiment,0.0,1.5,1,65
cluster_use_default,0,bertweet_sentiment,0.0,2,2,243
cluster_use_default,0,bertweet_sentiment,0.0,1.5,2,243
cluster_minilm_default,32,bertweet_sentiment,0.0,0,1,62
cluster_use_default,0,bertweet_sentiment,0.0,2,1,243
cluster_use_default,0,bertweet_sentiment,0.0,1.5,1,243
cluster_use_default,0,bertweet_sentiment,0.0,1,1,243
cluster_minilm_default,32,textblob_sentiment,0.0,1.5,1,62
cluster_minilm_default,32,textblob_sentiment,0.0,1,1,62
cluster_minilm_default,32,textblob_sentiment,0.0,0.5,1,62
cluster_minilm_default,32,textblob_sentiment,0.0,0,1,62
cluster_use_default,0,bertweet_sentiment,0.0,1,3,243
cluster_use_default,0,bertweet_sentiment,0.0,1.5,3,243
cluster_use_default,0,bertweet_sentiment,0.0,2,3,243
cluster_minilm_default,2,bertweet_sentiment,0.0,2,3,65
cluster_minilm_default,2,bertweet_sentiment,0.0,1,3,65
cluster_minilm_default,2,bertweet_sentiment,0.0,0.5,3,65
cluster_minilm_default,2,bertweet_sentiment,0.0,0,3,65
cluster_minilm_default,2,bertweet_sentiment,0.0,2,2,65
cluster_minilm_default,2,bertweet_sentiment,0.0,1.5,2,65
cluster_minilm_default,2,bertweet_sentiment,0.0,1,2,65
cluster_minilm_default,2,bertweet_sentiment,0.0,0.5,2,65
cluster_minilm_default,2,bertweet_sentiment,0.0,0,2,65
cluster_minilm_default,2,bertweet_sentiment,0.0,2,1,65
cluster_use_default,8,bertweet_sentiment,0.0,0.5,3,108
cluster_use_default,8,bertweet_sentiment,0.0,0,3,108
cluster_use_default,8,bertweet_sentiment,0.0,2,2,108
cluster_distilbert_default,20,textblob_sentiment,0.0,0,3,91
cluster_distilbert_default,20,textblob_sentiment,0.0,2,1,91
cluster_use_default,8,textblob_sentiment,0.0,2,1,108
cluster_distilbert_default,20,textblob_sentiment,0.0,0.5,2,91
cluster_distilbert_default,20,textblob_sentiment,0.0,1,2,91
cluster_distilbert_default,20,textblob_sentiment,0.0,1.5,2,91
cluster_distilbert_default,20,textblob_sentiment,0.0,2,2,91
cluster_distilbert_default,20,textblob_sentiment,0.0,0.5,3,91
cluster_use_default,8,textblob_sentiment,0.0,0.5,1,108
cluster_distilbert_default,20,textblob_sentiment,0.0,1,3,91
cluster_distilbert_default,20,textblob_sentiment,0.0,1.5,3,91
cluster_distilbert_default,20,textblob_sentiment,0.0,2,3,91
cluster_distilbert_default,20,bertweet_sentiment,0.0,0,1,91
cluster_distilbert_default,20,bertweet_sentiment,0.0,0.5,1,91
cluster_use_default,8,textblob_sentiment,0.0,1.5,1,108
cluster_distilbert_default,20,textblob_sentiment,0.0,1.5,1,91
cluster_distilbert_default,20,textblob_sentiment,0.0,1,1,91
cluster_distilbert_default,20,textblob_sentiment,0.0,0.5,1,91
cluster_distilbert_default,20,textblob_sentiment,0.0,0,1,91
cluster_distilbert_default,21,distilbert_sentiment,0.0,0,1,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,0.5,3,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,0,3,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,2,2,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,1.5,2,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,1,2,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,0.5,2,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,0,2,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,2,1,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,1.5,1,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,1,1,2075
cluster_distilbert_default,21,bertweet_sentiment,0.0,0.5,1,2075
cluster_distilbert_default,21,textblob_sentiment,0.0,0.5,3,2075
cluster_use_default,8,textblob_sentiment,0.0,1,1,108
cluster_distilbert_default,20,bertweet_sentiment,0.0,0,2,91
cluster_distilbert_default,21,textblob_sentiment,0.0,1.5,2,2075
cluster_use_default,10,textblob_sentiment,0.0,2,1,89
cluster_use_default,10,bertweet_sentiment,0.0,1,3,89
cluster_use_default,10,bertweet_sentiment,0.0,0.5,3,89
cluster_use_default,10,bertweet_sentiment,0.0,0,3,89
cluster_use_default,10,bertweet_sentiment,0.0,2,1,89
cluster_use_default,10,bertweet_sentiment,0.0,0,1,89
cluster_use_default,10,textblob_sentiment,0.0,0,2,89
cluster_use_default,10,textblob_sentiment,0.0,1.5,1,89
cluster_distilbert_default,20,bertweet_sentiment,0.0,0.5,2,91
cluster_use_default,10,textblob_sentiment,0.0,0,1,89
cluster_use_default,7,distilbert_sentiment,0.0,0,3,145
cluster_use_default,7,distilbert_sentiment,0.0,0,2,145
cluster_use_default,7,bertweet_sentiment,0.0,2,3,145
cluster_use_default,7,bertweet_sentiment,0.0,1.5,3,145
cluster_use_default,7,bertweet_sentiment,0.0,1,3,145
cluster_distilbert_default,17,textblob_sentiment,0.0,2,2,73
cluster_distilbert_default,17,textblob_sentiment,0.0,1.5,2,73
cluster_distilbert_default,17,textblob_sentiment,0.0,1,2,73
cluster_distilbert_default,17,textblob_sentiment,0.0,0.5,2,73
cluster_distilbert_default,17,textblob_sentiment,0.0,0,2,73
cluster_use_default,10,bertweet_sentiment,0.0,1.5,3,89
cluster_use_default,10,bertweet_sentiment,0.0,2,3,89
cluster_distilbert_default,17,textblob_sentiment,0.0,0,1,73
cluster_use_default,10,distilbert_sentiment,0.0,0,2,89
cluster_use_default,10,distilbert_sentiment,0.0,0,3,89
cluster_distilbert_default,20,distilbert_sentiment,0.0,0,1,91
cluster_distilbert_default,20,bertweet_sentiment,0.0,2,3,91
cluster_distilbert_default,20,bertweet_sentiment,0.0,1.5,3,91
cluster_distilbert_default,20,bertweet_sentiment,0.0,0.5,3,91
cluster_distilbert_default,20,bertweet_sentiment,0.0,0,3,91
cluster_distilbert_default,20,bertweet_sentiment,0.0,1.5,2,91
cluster_distilbert_default,20,bertweet_sentiment,0.0,1,2,91
cluster_distilbert_default,21,textblob_sentiment,0.0,2,2,2075
cluster_distilbert_default,21,textblob_sentiment,0.0,1,2,2075
cluster_use_default,8,bertweet_sentiment,0.0,1.5,2,108
cluster_distilbert_default,7,bertweet_sentiment,0.0,2,3,32
cluster_use_default,8,textblob_sentiment,0.0,1,2,108
cluster_use_default,8,textblob_sentiment,0.0,0.5,2,108
cluster_distilbert_default,7,bertweet_sentiment,0.0,0,3,32
cluster_distilbert_default,7,bertweet_sentiment,0.0,0.5,3,32
cluster_distilbert_default,7,bertweet_sentiment,0.0,1,3,32
cluster_distilbert_default,7,bertweet_sentiment,0.0,1.5,3,32
cluster_mpnet_default,0,bertweet_sentiment,0.0,2,3,91
cluster_distilbert_default,10,textblob_sentiment,0.0,0,3,3182
cluster_distilbert_default,7,distilbert_sentiment,0.0,0,2,32
cluster_distilbert_default,7,distilbert_sentiment,0.0,0,3,32
cluster_distilbert_default,10,textblob_sentiment,0.0,1.5,1,3182
cluster_distilbert_default,10,textblob_sentiment,0.0,2,1,3182
cluster_distilbert_default,10,textblob_sentiment,0.0,0.5,2,3182
cluster_distilbert_default,10,textblob_sentiment,0.0,1.5,2,3182
cluster_use_default,8,textblob_sentiment,0.0,1.5,2,108
cluster_use_default,8,textblob_sentiment,0.0,2,2,108
cluster_use_default,8,bertweet_sentiment,0.0,0.5,1,108
cluster_use_default,8,bertweet_sentiment,0.0,1,1,108
cluster_use_default,8,bertweet_sentiment,0.0,1.5,1,108
cluster_distilbert_default,7,bertweet_sentiment,0.0,0.5,1,32
cluster_distilbert_default,7,bertweet_sentiment,0.0,0,1,32
cluster_distilbert_default,7,textblob_sentiment,0.0,2,3,32
cluster_distilbert_default,7,textblob_sentiment,0.0,1.5,3,32
cluster_distilbert_default,7,textblob_sentiment,0.0,1,3,32
cluster_use_default,8,bertweet_sentiment,0.0,2,1,108
cluster_distilbert_default,7,textblob_sentiment,0.0,0,3,32
cluster_use_default,8,bertweet_sentiment,0.0,0,2,108
cluster_use_default,8,bertweet_sentiment,0.0,0.5,2,108
cluster_distilbert_default,7,textblob_sentiment,0.0,1,2,32
cluster_distilbert_default,7,textblob_sentiment,0.0,0.5,2,32
cluster_use_default,8,bertweet_sentiment,0.0,1,2,108
cluster_distilbert_default,10,textblob_sentiment,0.0,2,2,3182
cluster_distilbert_default,10,textblob_sentiment,0.0,0.5,3,3182
cluster_distilbert_default,21,textblob_sentiment,0.0,0.5,2,2075
cluster_distilbert_default,-1,textblob_sentiment,0.0,0,3,2992
cluster_distilbert_default,-1,textblob_sentiment,0.0,0.5,1,2992
cluster_distilbert_default,-1,textblob_sentiment,0.0,1,1,2992
cluster_distilbert_default,-1,textblob_sentiment,0.0,1.5,1,2992
cluster_distilbert_default,-1,textblob_sentiment,0.0,2,1,2992
cluster_distilbert_default,-1,textblob_sentiment,0.0,0,2,2992
cluster_distilbert_default,-1,textblob_sentiment,0.0,0.5,2,2992
cluster_distilbert_default,-1,textblob_sentiment,0.0,0.5,3,2992
cluster_distilbert_default,10,textblob_sentiment,0.0,1.5,3,3182
cluster_distilbert_default,-1,bertweet_sentiment,0.0,0.5,3,2992
cluster_distilbert_default,-1,bertweet_sentiment,0.0,1,3,2992
cluster_distilbert_default,21,textblob_sentiment,0.0,0.5,1,2075
